Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Phone Number,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
YanchWare,https://www.crunchbase.com/organization/yanchware,,"Cloud Computing, Cloud Infrastructure, Consulting, Information Technology, Training","Farsø, Nordjylland, Denmark","YanchWare is an IT firm that offers cloud computing, IT security, training, consulting, and cloud reliability center services.","533,491","European Union (EU), Nordic Countries, Scandinavia",9640,,,Active,2020-01-01,year,,,,,For Profit,https://yanchware.com,https://www.facebook.com/YanchWare,https://www.linkedin.com/company/yanchware/,,hello@yanchware.com,,,,,,,,,,,,"Education, Hardware, Information Technology, Internet Services, Professional Services, Software",1,Angelo Agatino Nicolosi,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,31,,,,
TechVisory,https://www.crunchbase.com/organization/techvisory,,"Business Intelligence, Consulting, Machine Learning, Productivity Tools","Trento, Trentino-Alto Adige, Italy",Techvisory offers advanced solutions to assist businesses in making wise and informed decisions.,"545,935","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2020-01-01,year,,,,,For Profit,https://www.techvisory.it,https://www.facebook.com/TECHVISORY,https://www.linkedin.com/company/techvisory,,info@techvisory.it,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Software",2,"Franco Bernabè, Marco Norberto Bernabè",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,10,,,,
Moneyviz,https://www.crunchbase.com/organization/moneyviz,,"Accounting, Financial Services, Software","Torino, Piemonte, Italy",Moneyviz is a software that deals with investment monitoring and tax reporting.,"547,292","European Union (EU), Europe, Middle East, and Africa (EMEA)",10121,,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.moneyviz.it,https://www.facebook.com/moneyviz,https://www.linkedin.com/company/moneyviz/,,info@moneyviz.it,,,,,,,,,,,,"Financial Services, Professional Services, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,9,,,,
Plantvoice,https://www.crunchbase.com/organization/plantvoice,,,,PLANTVOICE preserves the health of crops and optimizes irrigation.,"551,441",,,,,Active,2023-09-26,day,,,,,For Profit,https://plantvoice.it/,,,+39 3711838259,m.beccatelli@plantvoice.it,,,,,,,,,,,,,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,,,,,
Envify,https://www.crunchbase.com/organization/envify,,"Artificial Intelligence (AI), Software",,"Envify enhances data management, performance monitoring, and regulatory compliance, reducing the risk of losing sustainable funding.","576,095",,,,,Active,2024-08-02,day,,,,,For Profit,https://www.envify.ai/,,https://www.linkedin.com/company/envify/,,hello@envify.ai,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.4,3,,,,
XSpline,https://www.crunchbase.com/organization/xspline,,"Artificial Intelligence (AI), Software","Bozen, Trentino-Alto Adige, Italy",XSpline provides AI solutions for medical applications.,"579,123","European Union (EU), Europe, Middle East, and Africa (EMEA)",39100,,,Active,,,,,,,For Profit,https://xspline.com,,https://www.linkedin.com/company/xspline,+39 0471 200372,info@xspline.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.4,11,0,2,Computing; Calculating,Scientific and electric apparatus and instruments
"Sun City Group, Inc.",https://www.crunchbase.com/organization/sun-city-group,,"Automotive, Logistics, Transportation","El Paso, Texas, United States","Sun City group, Inc. A Transportation Solutions Company","591,422",Southern US,79901,,$10M to $50M,Active,2006-01-01,year,,,,,For Profit,http://www.suncitygroup.com,https://www.facebook.com/suncitygroupinc,https://www.linkedin.com/company/sun-city-group-inc,915.593.5900,operations@suncitygroup.com,,,,,,,,,,,,Transportation,1,Ivan Lozano,11-50,1,,2011-07-21,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Andera Partners,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,3,,,,
LIT,https://www.crunchbase.com/organization/lit,,"Mobile, Mobile Apps","New Brunswick, New Jersey, United States",Our mission is to provide real-time and accurate information as well as a simple user experience for all party-goers.,"593,865","Greater New York Area, East Coast, Northeastern US",08901,,Less than $1M,Active,2015-10-15,day,,,,,For Profit,http://igotlit.com/,https://www.facebook.com/LitPartyApp,,(732)570-7684,Mark@IGotLIT.com,,,,,,,,,,,,"Apps, Mobile, Software",1,Mark Weiss,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,6,,,,
Dalfilo,https://www.crunchbase.com/organization/dalfilo,,"E-Commerce, Handmade, Manufacturing, Textiles","Bergamo, Lombardia, Italy","Dalfilo is a textile company that manufactures and retails handcrafted household items, linen sheets, and bathroom accessories.","595,819","European Union (EU), Europe, Middle East, and Africa (EMEA)",24020,,Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://www.dalfilo.com/en,https://www.facebook.com/dalfilo.official,https://www.linkedin.com/company/dalfilo/,+39 035-092-0010,support@dalfilo.com,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing",1,Davide Trabucchi,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.7,18,0,3,,Textiles and textile goods
GRLS,https://www.crunchbase.com/organization/grls,,"Artificial Intelligence (AI), Human Resources, Recruiting, Women's","Milan, Lombardia, Italy",Saas Platform to boost diversity in the workplace.,"596,145","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,,,Active,2021-10-01,month,,,,,For Profit,https://grls.it,https://www.facebook.com/grls.it/,https://www.linkedin.com/company/grls-it/,,ciao@grls.it,,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Professional Services, Science and Engineering, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,10,,,,
e-dway,https://www.crunchbase.com/organization/e-dway,,"Automotive, Leasing, Recreation, Rental","Florence, Toscana, Italy",e-dway is a rental services company that provides electric vehicle rental services.,"596,707","European Union (EU), Europe, Middle East, and Africa (EMEA)",65R 50123,,$1M to $10M,Active,2020-06-01,day,,,,,For Profit,https://e-dway.com,https://www.facebook.com/edwayauthenticexperience,https://www.linkedin.com/company/e-dway/,+39 339 813 5208,info@e-dway.com,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Sports, Transportation",1,Nadia Mangiavacchi,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.5,31,0,1,,"Transport, packaging and storing"
Titan4,https://www.crunchbase.com/organization/titan4,,"Information Technology, Mapping Services, Navigation, Software","Roma, Lazio, Italy",Titan4 provides satellite data processing for land infrastructure monitoring.,"617,231","European Union (EU), Europe, Middle East, and Africa (EMEA)",00131,,,Active,2019-01-01,year,,,,,For Profit,https://titan4.it,,https://www.linkedin.com/company/titan4/,,,,,,,,,,,,,,"Information Technology, Navigation and Mapping, Software",1,Francesco Cruciani,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.7,11,,,,
SOBEREYE INC,https://www.crunchbase.com/organization/sobereye-inc,,SaaS,"Menlo Park, California, United States","SaaS, Occupational health and safety","619,064","San Francisco Bay Area, Silicon Valley, West Coast",94205,,,Active,2015-08-31,day,,,,,For Profit,https://www.sober-eye.com/,https://www.facebook.com/sobereyeinc,https://www.linkedin.com/company/sobereyeinc,6503990100,info@sobereye.com,,,,,,,,,,,,Software,1,Antonio Visconti,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.6,3,2,0,Medical Or Veterinary Science; Hygiene,
NGR,https://www.crunchbase.com/organization/ngr-19f5,,"Machinery Manufacturing, Manufacturing, Service Industry","Goldwörth, Oberosterreich, Austria",NGR is a manufacturer of plastic recycling machines.,"620,888","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,$1M to $10M,Active,1996-01-01,year,,,,,For Profit,https://www.ngr-world.com,,https://www.linkedin.com/company/ngr-world,+43 7233 70 107 0,info@ngr-world.com,,,,,,,,,,,,"Manufacturing, Other",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,15,27,6,Working Of Plastics,Machines and machine tools
Meddle,https://www.crunchbase.com/organization/meddle,,"Blogging Platforms, Content, Marketing, Personal Branding","Atlantic Highlands, New Jersey, United States","Meddle is a micro-blogging platform that makes it easy to share insights, perspectives & passions.","631,162","Greater New York Area, East Coast, Northeastern US",07716,,$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://get.meddle.it,,http://www.linkedin.com/company/2945362,646-465-2965,,,,,,,,,,,,,"Content and Publishing, Media and Entertainment, Sales and Marketing",2,"Ballu Kommireddi, Vidar Brekke",11-50,1,,2014-04-09,345000,USD,345000,Venture - Series Unknown,345000,USD,345000,Venture - Series Unknown,345000,USD,345000,345000,USD,345000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,5,0,1,,Scientific and electric apparatus and instruments
Ogyre,https://www.crunchbase.com/organization/ogyre,,"CleanTech, Environmental Consulting, Marine Transportation","Genova, Liguria, Italy",Ogyre is a community that focuses on safeguarding the oceans by providing financial backing to fishermen for collecting marine debris.,"663,967","European Union (EU), Europe, Middle East, and Africa (EMEA)",16121,,,Active,2020-01-01,year,,,,,For Profit,https://ogyre.com/,https://www.facebook.com/ogyre/,https://www.linkedin.com/company/ogyre/,,info@ogyre.com,,,,,,,,,,,,"Professional Services, Sustainability, Transportation",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1,1,,,,
SKILLPRO,https://www.crunchbase.com/organization/skillpro,,"Continuing Education, Education, Vocational Education","Hyderabad, Andhra Pradesh, India",SKILLPRO is a learning and vocational training company that provides education and natural resource management.,"676,185",Asia-Pacific (APAC),,,,Active,2008-01-01,day,,,,,For Profit,https://skillproindia.com/,,https://www.linkedin.com/company/skillpro-group,91-40-3190-2426,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.8,6,,,,
Scindo Payments,https://www.crunchbase.com/organization/scindo-payments,,"Apps, Financial Services, Payments","Monza, Lombardia, Italy","SCINDO PAYMENTS provides a deferred payment solution, allowing invoice splitting into 4 interest-free installments.","676,521","European Union (EU), Europe, Middle East, and Africa (EMEA)",20900,,$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://scindopayments.com,https://www.facebook.com/profile.php?id=100087235062139,https://www.linkedin.com/company/scindo-payments,,info@scindopayments.com,,,,,,,,,,,,"Apps, Financial Services, Payments, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,10,,,,
TEC,https://www.crunchbase.com/organization/temperature-equipment-corporation,,"Heating, Ventilation, and Air Conditioning (HVAC), Information Technology, Manufacturing","Lansing, Illinois, United States","TEC is an engineering company providing HVAC/r tools, maintenances, and services.","677,703","Greater Chicago Area, Great Lakes, Midwestern US",60438,,$100M to $500M,Active,1935-01-01,year,,,,,For Profit,http://tecmungo.com,https://www.facebook.com/tecmungo,https://www.linkedin.com/company/temperature-equipment-corporation,708-418-0900,mike.smid@tecmungo.com,,,,,,,,,,,,"Information Technology, Manufacturing, Real Estate",,,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.7,12,,,,
Avian.io,https://www.crunchbase.com/organization/avian-io,,,,Avian is an AI research studio.,"699,587",,,,,Active,,,,,,,For Profit,https://avian.io,,https://www.linkedin.com/company/avianio,,,,,,,,,,,,,,,1,Kyle Dayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.7,,,,,
dbE,https://www.crunchbase.com/organization/dbe,,"Analytics, Data Integration, Data Visualization, Virtual Reality","Osaka, Osaka, Japan",dbE is an organization that focuses on data preparation driven by data utilization.,"704,081",Asia-Pacific (APAC),530-0047,,,Active,2015-05-01,day,,,,,For Profit,https://d-be.co.jp/,,,+81 06-6232-8608,,,,,,,,,,,,,"Data and Analytics, Design, Hardware, Information Technology, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.8,8,,,,
SellUp,https://www.crunchbase.com/organization/sell-up,,"E-Commerce, Electronics, Marketplace","Singapore, Central Region, Singapore",SellUp is the Trusted Marketplace for users to safely and securely sell their electronics device to verified secondhand dealers.,"711,192","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",388393,,,Active,2016-04-25,day,,,,,For Profit,http://www.sellup.com.sg/,https://www.facebook.com/sellup.com.sg/,https://www.linkedin.com/company/sellup-pte-ltd,65 9336 0575,service@sellup.com.sg,,,,,,,,,,,,"Commerce and Shopping, Consumer Electronics, Hardware",2,"Leslie Lim, Xiaoyu Liu",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.9,9,,,,
Weabios,https://www.crunchbase.com/organization/weabios,,"Fashion, Fitness, Technical Support","Pisa, Toscana, Italy",Weabios develops pressure sensitive textile surfaces for wearable devices.,"716,485","European Union (EU), Europe, Middle East, and Africa (EMEA)",56123,,,Active,2022-01-01,year,,,,,For Profit,https://www.weabios.it,https://www.facebook.com/weabios,https://www.linkedin.com/company/weabios/,+39 3400055877,info@weabios.it,,,,,,,,,,,,"Clothing and Apparel, Design, Information Technology, Other, Sports",1,Lucia Arcarisi,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.7,,,,,
ACT Blade,https://www.crunchbase.com/organization/act-blade,,"Environmental Engineering, Health Care, Information Technology, Manufacturing, Renewable Energy","Edinburgh, Edinburgh, City of, United Kingdom","ACT Blade designs and develops ACT Blade technology, the most efficient wind turbine blade.","723,056","Europe, Middle East, and Africa (EMEA)",EH2 3JZ,,$10M to $50M,Active,2015-01-01,year,,,,,For Profit,http://actblade.com/,https://www.facebook.com/ACTBlade,https://www.linkedin.com/company/act-blade-ltd/,+44 (0)131 344 4405,info@actblade.com,,,,,,,,,,,,"Energy, Health Care, Information Technology, Manufacturing, Science and Engineering, Sustainability",3,"Alessandro Rosellio, Donald MacVicar, Sabrina Malpede",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.2,10,4,0,"Wind, Spring Weight And Miscellaneous Motors; Producing Mechanical Power; Or A Reactive Propulsive Thrust, Not Otherwise Provided For",
Postbiotica,https://www.crunchbase.com/organization/postbiotica,,"Biotechnology, Health Care, Life Science","Milan, Lombardia, Italy",Postbiotica is a dynamic biotechnology company.,"762,562","European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://postbiotica.com,https://www.facebook.com/Postbiotica/,https://www.linkedin.com/company/postbiotica/,,postbiotica@legalmail.it,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.2,14,4,13,Medical Or Veterinary Science; Hygiene,"Pharmaceutical, veterinary and sanitary products"
Global Biomedical Service,https://www.crunchbase.com/organization/global-biomedical-service,,"Health Care, Health Diagnostics, Hospital, Manufacturing, Medical Device","Castel San Giorgio, Campania, Italy",GBS is a manufacturer of diagnostic imaging equipment.,"794,540","European Union (EU), Europe, Middle East, and Africa (EMEA)",84083,,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.gbsmed.it,https://www.facebook.com/Global.Biomedical.Service,https://www.linkedin.com/company/g.b.s.-global-biomedical-service,+39 0811 965 5197,info@gbsmed.it,,,,,,,,,,,,"Health Care, Manufacturing",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.1,10,,,,
Appart,https://www.crunchbase.com/organization/appart,,"Advertising, Graphic Design, UX Design, Web Design","Antwerp, Antwerpen, Belgium","Appart designs and builds brands, websites, and digital solutions.","815,471","European Union (EU), Europe, Middle East, and Africa (EMEA)",2000,,,Active,2014-01-01,year,,,,,For Profit,http://www.appart.agency,https://www.facebook.com/appartagency/,https://www.linkedin.com/company/appart-agency/,+32 492 85 71 67,info@appart.agency,,,,,,,,,,,,"Advertising, Design, Sales and Marketing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.2,12,,,,
Lookinglass,https://www.crunchbase.com/organization/lookinglass,,Business Intelligence,"Milan, Lombardia, Italy","Lookinglass is an Agentic AI factory that makes custom, hi-end AI agents for luxury, fashion and design enterprises.","858,351","European Union (EU), Europe, Middle East, and Africa (EMEA)",20144,,,Active,,,,,,,For Profit,https://lookinglass.io,,https://www.linkedin.com/company/lookinglass-io,,,,,,,,,,,,,,Data and Analytics,1,Alessandro Botteon,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.5,,,,,
BeSight,https://www.crunchbase.com/organization/besight-0152,,"Fashion, Industrial, Information Technology","Milan, Lombardia, Italy",BeSight provides technology solutions in the fashion and luxury sector.,"868,067","European Union (EU), Europe, Middle East, and Africa (EMEA)",20144,,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.besight.it,,https://www.linkedin.com/company/besightsrl,+39 02 50043802,besight@besight.it,,,,,,,,,,,,"Clothing and Apparel, Design, Information Technology, Manufacturing",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.9,10,,,,
Eneri,https://www.crunchbase.com/organization/eneri,,"Energy, Energy Management, Test and Measurement","Guadalajara, Jalisco, Mexico",Eneri specializes in electrical energy measurement and management solutions.,"871,941",Latin America,44130,,$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://eneri.com.mx,https://www.facebook.com/eneriEnergiaEInformacion/,https://www.linkedin.com/company/enerienergiaeinformacion/,+52 33 38151439,info@eneri.com.mx,,,,,,,,,,,,"Data and Analytics, Energy",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.9,15,,,,
Samplesound,https://www.crunchbase.com/organization/samplesound,,"E-Commerce, Music Label, Retail","Avezzano, Abruzzi, Italy",Samplesound produces and sells record labels.,"885,468","European Union (EU), Europe, Middle East, and Africa (EMEA)",67051,,,Active,,,,,,,For Profit,https://www.samplesoundmusic.com,https://www.facebook.com/samplesoundmusic/,,,info@samplesoundmusic.com,,,,,,,,,,,,"Commerce and Shopping, Media and Entertainment, Music and Audio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.3,14,,,,
Equal Education,https://www.crunchbase.com/organization/equal-education,,"Education, Non Profit, Tutoring","London, England, United Kingdom",Equal Education provides education services.,"896,359","Europe, Middle East, and Africa (EMEA)",W1U 3RW,,,Active,2012-01-01,year,,,,,Non-profit,https://www.equal.education/,https://www.facebook.com/EqualEducationUK/,https://www.linkedin.com/company/equal-education-ltd-/,+44 333 305 0850,support@equaleducation.co.uk,,,,,,,,,,,,"Education, Other, Social Impact",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1,15,,,,
VirtualE,https://www.crunchbase.com/organization/virtuale,,Wellness,"London, England, United Kingdom",VirtualE is a platform designed to improve employee productivity and wellness in organizations.,"919,549","Europe, Middle East, and Africa (EMEA)",,,,Active,2023-10-10,day,,,,,For Profit,https://www.virtualesem.com/,,https://www.linkedin.com/company/virtuale-sem/,+393444013575,contact@virtualesem.com,,,,,,,,,,,,Health Care,1,Marco Macri,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.8,,,,,
Atena,https://www.crunchbase.com/organization/atena,,"Information Services, Software","Sopot, Pomorskie, Poland","Atena develops, implements and integrates complex information systems for business.","926,601","European Union (EU), Europe, Middle East, and Africa (EMEA)",81-855,,$10M to $50M,Active,1991-01-01,year,,,,,For Profit,http://www.atena.pl/,https://www.facebook.com/atenauslugiinformatyczne?fref=ts,https://www.linkedin.com/company/atena/,+48 58 768 07 00,sales@atena.pl,,,,,,,,,,,,"Information Technology, Software",,,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.6,3,,,,
TechRail,https://www.crunchbase.com/organization/techrail,,"Artificial Intelligence (AI), Consulting, Product Design","Bari, Puglia, Italy","TechRail designs and develops technological systems for the transportation, defense, and telecommunications industries.","930,385","European Union (EU), Europe, Middle East, and Africa (EMEA)",70124,,,Active,,,,,,,For Profit,https://www.techrail.it,,,+39 0804031272,Sales@techrail.it,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Professional Services, Science and Engineering, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.6,10,,,,
ClubDeal Digital,https://www.crunchbase.com/organization/clubdeal-digital,,"Asset Management, Financial Services, PropTech","Milano, Lombardia, Italy",ClubDeal Digital is a digital platform for private asset investments that simplifies the management of assets.,"940,744","European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://clubdealdigital.com,,https://www.linkedin.com/company/clubdeal-digital/,,info@clubdealdigital.com,,,1,1,1,,,,,,,"Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,,,,,
LEB Insurance Group,https://www.crunchbase.com/organization/leb-insurance-group,,"Health Care, Health Insurance, Insurance, Life Insurance","Fond Du Lac, Wisconsin, United States","LEB Insurance Group provides health insurance, life insurance, and prescription insurance.","944,598","Great Lakes, Midwestern US",,,$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://lebinsurancegroup.com,https://www.facebook.com/LEBInsuranceGroup,https://www.linkedin.com/company/lebinsurancegroup,1 920-243-4100,contact@thelebgroup.com,,,,,,,,,,,,"Financial Services, Health Care",2,"Michael Leb, Sarah Leb",101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.6,11,,,,
Artware,https://www.crunchbase.com/organization/artware-2,,Developer Tools,"Kibbutz Afikim, HaZafon, Israel",Web User Experience and Real Time Engagement Tools,"954,095","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",,,$10M to $50M,Active,2004-01-01,year,,,,,For Profit,http://www.artwaresoft.com/#?page=home,,https://www.linkedin.com/company/artwaresoft,,,,,,,,,,,,,,Software,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7,,,,,
Piick,https://www.crunchbase.com/organization/piick,,"Shopping, Social, Social Shopping","Pleasant Grove, Utah, United States",Shop with your friends,"955,839",Western US,84062,,Less than $1M,Active,2010-06-01,day,,,,,For Profit,http://piick.com,,https://www.linkedin.com/company/piick-inc,801.369.7112,jason@piick.com,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle",2,"Allan Carroll, Laura Aguirre",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.2,3,,,,
Emotion Network,https://www.crunchbase.com/organization/emotion-network,,"Content, Trading Platform","Milan, Lombardia, Italy",Emotion Network is a content producer and a global platform for entrepreneurs and investors.,"977,239","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2020-01-01,year,,,,,For Profit,https://www.emotionnetwork.eu,,https://www.linkedin.com/company/emotionnetwork,,info@emotionnetwork.eu,,,,,,,,,,,,"Financial Services, Lending and Investments, Media and Entertainment",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.1,1,,,,
In Quattro,https://www.crunchbase.com/organization/in-quattro,,"Aerospace, Electric Vehicle, Electronics","Roma, Lazio, Italy",In Quattro provides two-phase pumped flow cooling solutions for advanced thermal management of high-power electronics.,"977,395","European Union (EU), Europe, Middle East, and Africa (EMEA)",00183,,,Active,2018-01-01,year,,,,,For Profit,https://www.in-quattro.com,,https://www.linkedin.com/company/in-quattro/,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Science and Engineering, Transportation",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.1,6,,,,
InSimili,https://www.crunchbase.com/organization/insimili,,"Biopharma, Biotechnology, Medical","Bologna, Emilia-Romagna, Italy",InSimili is a biotech research company that tests the efficacy of pharmacological treatments and specializes in drug selection process.,"1,011,656","European Union (EU), Europe, Middle East, and Africa (EMEA)",40127,,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://insimili.com/,,https://www.linkedin.com/company/insimili/,,info@insimili.com,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.5,8,,,,
Eventvm,https://www.crunchbase.com/organization/eventvm,,"Apps, Events","Torino, Piemonte, Italy",Eventvm is a project created to respond to the need to offer events the space they deserve in everyday life.,"1,018,693","European Union (EU), Europe, Middle East, and Africa (EMEA)",10138,,,Active,,,,,,,For Profit,https://www.eventvm.it,,,,,,,,,,,,,,,,"Apps, Events, Media and Entertainment, Software",3,"Giacomo Giacca, Lorenzo Paoletto, Stefano Bossolasco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.7,5,,,,
